,tick,ano,divida_liq_EBITDA,ROIC,VPA,ROA,P_L,PSR,P_VP,ECP,P_EBIT,DY,ROE,P_ativos,margem_EBITDA,LPA,margem_liq,EV_EBITDA,beta,P_EBITDA,EV_EBIT,result_caso1,result_caso2,result_caso3,result_caso4,result_caso5
297,CLSC4,2017.0,0.0,0.04,47.76,0.01,15.37,0.15,0.57,0.71,3.42,0.0,0.04,0.12,0.07,1.76,0.01,3.05,0.64,2.0,5.21,True,True,True,True,0.88
298,CLSC4,2018.0,1.18,0.05,46.67,0.02,11.59,0.25,1.07,0.32,4.86,0.01,0.09,0.2,0.08,4.3,0.02,3.93,0.34,3.15,6.06,True,False,False,False,0.06
299,CLSC4,2019.0,1.51,0.06,36.48,0.03,6.99,0.25,1.41,0.29,4.0,0.0136,0.2,0.21,0.09,7.36,0.04,3.83,0.24,2.74,5.58,False,False,False,False,-0.12
300,CMIG4,2001.0,0.0,0.07,43.52,0.04,9.97,1.14,0.76,0.14,6.19,0.0197,0.08,0.4,0.0,3.31,0.11,0.0,0.8,0.0,18.74,False,False,False,False,-0.15
301,CMIG4,2002.0,0.0,-0.04,35.22,-0.07,-4.24,0.84,0.75,0.25,-7.84,0.0779,-0.18,0.31,0.0,-6.24,-0.2,0.0,1.15,0.0,-30.85,True,True,True,True,1.06
302,CMIG4,2003.0,0.0,0.08,40.63,0.08,7.14,1.52,1.3,0.41,7.33,0.0294,0.18,0.57,0.0,7.39,0.21,0.0,1.16,0.0,14.88,True,True,True,True,0.31
303,CMIG4,2004.0,0.0,0.11,44.87,0.08,7.61,1.47,1.45,0.34,5.99,0.0163,0.19,0.63,0.0,8.53,0.19,0.0,1.22,0.0,10.09,True,True,True,True,0.55
304,CMIG4,2005.0,2.03,0.1,44.45,0.1,7.69,1.87,2.14,0.2,8.36,0.0145,0.28,0.78,0.3,12.36,0.24,7.56,1.04,6.32,10.0,True,True,True,True,0.26
305,CMIG4,2006.0,2.57,0.1,47.01,0.07,9.85,1.76,2.23,0.11,7.39,0.0571,0.23,0.73,0.31,10.65,0.18,7.11,0.99,5.72,9.18,False,False,False,False,-0.01
306,CMIG4,2007.0,1.88,0.14,17.91,0.1,6.85,1.54,1.81,0.13,4.81,0.0,0.26,0.65,0.4,4.74,0.23,5.2,0.81,3.89,6.43,True,False,False,False,0.04
307,CMIG4,2008.0,1.79,0.14,19.54,0.1,6.63,1.45,1.63,0.17,4.66,0.055999999999999994,0.25,0.65,0.38,4.79,0.22,5.08,0.6,3.84,6.16,True,True,True,True,0.31
308,CMIG4,2009.0,2.8,0.12,16.58,0.08,9.01,1.67,1.91,0.38,5.93,0.1203,0.21,0.68,0.35,3.51,0.19,6.14,0.43,4.85,7.5,True,False,False,False,0.02
309,CMIG4,2010.0,2.15,0.13,16.82,0.07,8.06,1.42,1.59,0.17,4.99,0.1056,0.2,0.54,0.36,3.31,0.18,5.08,0.45,3.95,6.42,True,True,True,True,0.34
310,CMIG4,2011.0,2.31,0.13,17.22,0.06,9.39,1.46,1.93,0.5,5.14,0.0529,0.21,0.61,0.35,3.54,0.16,4.79,0.51,4.17,5.9,True,False,False,False,0.03
311,CMIG4,2012.0,2.39,0.12,14.13,0.1,4.51,1.04,1.6,0.44,4.72,0.1712,0.35,0.47,0.28,5.01,0.23,5.04,0.39,3.79,6.27,True,False,False,False,0.02
312,CMIG4,2013.0,1.22,0.17,10.04,0.1,5.68,1.21,1.39,0.24,4.04,0.0393,0.25,0.59,0.35,2.47,0.21,3.82,0.72,3.4,4.54,True,True,True,False,0.19
313,CMIG4,2014.0,1.82,0.18,8.97,0.09,5.27,0.85,1.47,0.39,2.96,0.2504,0.28,0.47,0.33,2.49,0.16,3.94,0.93,2.59,4.5,False,False,False,False,-0.52
314,CMIG4,2015.0,2.4,0.12,10.32,0.06,3.12,0.36,0.59,0.42,1.88,0.0995,0.19,0.19,0.23,1.96,0.12,5.13,0.92,1.56,6.18,True,True,True,True,0.44
